who,pro_com,selectedhospitalemp,selectedhospital,rescale15,distance_threshold,n_network,weight_distance_hospital,weight_ownranking,social_multiplier,show_networks,updaterank_mean,updaterank_sd,emp_net
4564,100007,50,63,false,0,50,-10,0,10,false,0,0,false
4565,47002,50,58,false,0,50,-10,0,10,false,0,0,false
4566,47002,50,50,false,0,50,-10,0,10,false,0,0,false
4567,47002,50,50,false,0,50,-10,0,10,false,0,0,false
4568,47002,50,63,false,0,50,-10,0,10,false,0,0,false
4569,47002,50,58,false,0,50,-10,0,10,false,0,0,false
4570,47002,50,63,false,0,50,-10,0,10,false,0,0,false
4571,47003,50,61,false,0,50,-10,0,10,false,0,0,false
4572,47003,50,50,false,0,50,-10,0,10,false,0,0,false
4573,47005,50,50,false,0,50,-10,0,10,false,0,0,false
4574,47005,50,60,false,0,50,-10,0,10,false,0,0,false
4575,47005,50,58,false,0,50,-10,0,10,false,0,0,false
4576,47005,50,48,false,0,50,-10,0,10,false,0,0,false
4577,47006,50,48,false,0,50,-10,0,10,false,0,0,false
4578,47009,50,61,false,0,50,-10,0,10,false,0,0,false
4579,47009,50,60,false,0,50,-10,0,10,false,0,0,false
4580,47009,50,50,false,0,50,-10,0,10,false,0,0,false
4581,47009,50,61,false,0,50,-10,0,10,false,0,0,false
4582,47009,50,63,false,0,50,-10,0,10,false,0,0,false
4583,47009,50,61,false,0,50,-10,0,10,false,0,0,false
4584,47009,50,48,false,0,50,-10,0,10,false,0,0,false
4585,47009,50,58,false,0,50,-10,0,10,false,0,0,false
4586,47009,50,50,false,0,50,-10,0,10,false,0,0,false
4587,47009,50,63,false,0,50,-10,0,10,false,0,0,false
4588,47010,50,48,false,0,50,-10,0,10,false,0,0,false
4589,47010,50,64,false,0,50,-10,0,10,false,0,0,false
4590,47010,50,50,false,0,50,-10,0,10,false,0,0,false
4591,47010,50,63,false,0,50,-10,0,10,false,0,0,false
4592,47010,50,50,false,0,50,-10,0,10,false,0,0,false
4593,47010,50,63,false,0,50,-10,0,10,false,0,0,false
4594,47010,50,60,false,0,50,-10,0,10,false,0,0,false
4595,47011,50,58,false,0,50,-10,0,10,false,0,0,false
4596,47011,50,60,false,0,50,-10,0,10,false,0,0,false
4597,47011,50,50,false,0,50,-10,0,10,false,0,0,false
4598,47011,50,60,false,0,50,-10,0,10,false,0,0,false
4599,47011,50,63,false,0,50,-10,0,10,false,0,0,false
4600,47011,50,60,false,0,50,-10,0,10,false,0,0,false
4601,47011,50,58,false,0,50,-10,0,10,false,0,0,false
4602,47011,50,63,false,0,50,-10,0,10,false,0,0,false
4603,47011,50,61,false,0,50,-10,0,10,false,0,0,false
4604,47011,50,50,false,0,50,-10,0,10,false,0,0,false
4605,47011,50,58,false,0,50,-10,0,10,false,0,0,false
4606,47011,50,63,false,0,50,-10,0,10,false,0,0,false
4607,47011,50,61,false,0,50,-10,0,10,false,0,0,false
4608,47011,50,58,false,0,50,-10,0,10,false,0,0,false
4609,47011,50,60,false,0,50,-10,0,10,false,0,0,false
4610,47012,50,60,false,0,50,-10,0,10,false,0,0,false
4611,47012,50,60,false,0,50,-10,0,10,false,0,0,false
4612,47012,50,50,false,0,50,-10,0,10,false,0,0,false
4613,47012,50,48,false,0,50,-10,0,10,false,0,0,false
4614,47012,50,60,false,0,50,-10,0,10,false,0,0,false
4615,47013,50,61,false,0,50,-10,0,10,false,0,0,false
4616,47013,50,63,false,0,50,-10,0,10,false,0,0,false
4617,47014,50,48,false,0,50,-10,0,10,false,0,0,false
4618,47014,50,48,false,0,50,-10,0,10,false,0,0,false
4619,47014,50,50,false,0,50,-10,0,10,false,0,0,false
4620,47014,50,61,false,0,50,-10,0,10,false,0,0,false
4621,47014,50,63,false,0,50,-10,0,10,false,0,0,false
4622,47014,50,60,false,0,50,-10,0,10,false,0,0,false
4623,47014,50,50,false,0,50,-10,0,10,false,0,0,false
4624,47014,50,63,false,0,50,-10,0,10,false,0,0,false
4625,47014,50,48,false,0,50,-10,0,10,false,0,0,false
4626,47014,50,63,false,0,50,-10,0,10,false,0,0,false
4627,47014,50,58,false,0,50,-10,0,10,false,0,0,false
4628,47014,50,50,false,0,50,-10,0,10,false,0,0,false
4629,47014,50,58,false,0,50,-10,0,10,false,0,0,false
4630,47014,50,61,false,0,50,-10,0,10,false,0,0,false
4631,47014,50,61,false,0,50,-10,0,10,false,0,0,false
4632,47014,50,48,false,0,50,-10,0,10,false,0,0,false
4633,47014,50,60,false,0,50,-10,0,10,false,0,0,false
4634,47014,50,60,false,0,50,-10,0,10,false,0,0,false
4635,47014,50,61,false,0,50,-10,0,10,false,0,0,false
4636,47014,50,60,false,0,50,-10,0,10,false,0,0,false
4637,47014,50,50,false,0,50,-10,0,10,false,0,0,false
4638,47014,50,50,false,0,50,-10,0,10,false,0,0,false
4639,47014,50,60,false,0,50,-10,0,10,false,0,0,false
4640,47016,50,63,false,0,50,-10,0,10,false,0,0,false
4641,47016,50,48,false,0,50,-10,0,10,false,0,0,false
4642,47016,50,48,false,0,50,-10,0,10,false,0,0,false
4643,47017,50,61,false,0,50,-10,0,10,false,0,0,false
4644,47017,50,63,false,0,50,-10,0,10,false,0,0,false
4645,47017,50,60,false,0,50,-10,0,10,false,0,0,false
4646,47017,50,61,false,0,50,-10,0,10,false,0,0,false
4647,47017,50,60,false,0,50,-10,0,10,false,0,0,false
4648,47017,50,61,false,0,50,-10,0,10,false,0,0,false
4649,47017,50,58,false,0,50,-10,0,10,false,0,0,false
4650,47017,50,48,false,0,50,-10,0,10,false,0,0,false
4651,47017,50,48,false,0,50,-10,0,10,false,0,0,false
4652,47017,50,61,false,0,50,-10,0,10,false,0,0,false
4653,47017,50,50,false,0,50,-10,0,10,false,0,0,false
4654,47017,50,61,false,0,50,-10,0,10,false,0,0,false
4655,47017,50,50,false,0,50,-10,0,10,false,0,0,false
4656,47017,50,63,false,0,50,-10,0,10,false,0,0,false
4657,47017,50,63,false,0,50,-10,0,10,false,0,0,false
4658,47020,50,50,false,0,50,-10,0,10,false,0,0,false
4659,47020,50,50,false,0,50,-10,0,10,false,0,0,false
4660,47020,50,61,false,0,50,-10,0,10,false,0,0,false
4661,47020,50,63,false,0,50,-10,0,10,false,0,0,false
4662,47020,50,48,false,0,50,-10,0,10,false,0,0,false
4663,47021,50,61,false,0,50,-10,0,10,false,0,0,false
4664,47021,50,50,false,0,50,-10,0,10,false,0,0,false
4665,47021,50,63,false,0,50,-10,0,10,false,0,0,false
4666,47021,50,48,false,0,50,-10,0,10,false,0,0,false
4667,47021,50,60,false,0,50,-10,0,10,false,0,0,false
4668,47022,50,58,false,0,50,-10,0,10,false,0,0,false
4669,47022,50,58,false,0,50,-10,0,10,false,0,0,false
4670,47022,50,58,false,0,50,-10,0,10,false,0,0,false
4671,47022,50,58,false,0,50,-10,0,10,false,0,0,false
4672,47023,50,58,false,0,50,-10,0,10,false,0,0,false
4673,52001,50,50,false,0,50,-10,0,10,false,0,0,false
4674,52004,50,61,false,0,50,-10,0,10,false,0,0,false
4675,52004,50,61,false,0,50,-10,0,10,false,0,0,false
4676,52009,50,63,false,0,50,-10,0,10,false,0,0,false
4677,52011,50,58,false,0,50,-10,0,10,false,0,0,false
4678,52012,50,60,false,0,50,-10,0,10,false,0,0,false
4679,52016,50,63,false,0,50,-10,0,10,false,0,0,false
4680,52017,50,48,false,0,50,-10,0,10,false,0,0,false
4681,52022,50,48,false,0,50,-10,0,10,false,0,0,false
4682,52022,50,50,false,0,50,-10,0,10,false,0,0,false
4683,52022,50,63,false,0,50,-10,0,10,false,0,0,false
4684,52022,50,50,false,0,50,-10,0,10,false,0,0,false
4685,52022,50,48,false,0,50,-10,0,10,false,0,0,false
4686,52022,50,61,false,0,50,-10,0,10,false,0,0,false
4687,52022,50,60,false,0,50,-10,0,10,false,0,0,false
4688,52022,50,50,false,0,50,-10,0,10,false,0,0,false
4689,52022,50,50,false,0,50,-10,0,10,false,0,0,false
4690,52022,50,63,false,0,50,-10,0,10,false,0,0,false
4691,52022,50,61,false,0,50,-10,0,10,false,0,0,false
4692,52022,50,63,false,0,50,-10,0,10,false,0,0,false
4693,52023,50,61,false,0,50,-10,0,10,false,0,0,false
4694,52026,50,60,false,0,50,-10,0,10,false,0,0,false
4695,52028,50,63,false,0,50,-10,0,10,false,0,0,false
4696,52028,50,60,false,0,50,-10,0,10,false,0,0,false
4697,52031,50,50,false,0,50,-10,0,10,false,0,0,false
4698,52032,50,60,false,0,50,-10,0,10,false,0,0,false
4699,52032,50,61,false,0,50,-10,0,10,false,0,0,false
4700,52032,50,50,false,0,50,-10,0,10,false,0,0,false
4701,52033,50,48,false,0,50,-10,0,10,false,0,0,false
4702,52034,50,60,false,0,50,-10,0,10,false,0,0,false
4703,52035,50,60,false,0,50,-10,0,10,false,0,0,false
4704,52037,50,60,false,0,50,-10,0,10,false,0,0,false
4705,51002,51,50,false,0,50,-10,0,10,false,0,0,false
4706,51002,51,48,false,0,50,-10,0,10,false,0,0,false
4707,51002,51,48,false,0,50,-10,0,10,false,0,0,false
4708,51002,51,48,false,0,50,-10,0,10,false,0,0,false
4709,51005,51,50,false,0,50,-10,0,10,false,0,0,false
4710,51005,51,50,false,0,50,-10,0,10,false,0,0,false
4711,51005,51,50,false,0,50,-10,0,10,false,0,0,false
4712,51005,51,60,false,0,50,-10,0,10,false,0,0,false
4713,51005,51,48,false,0,50,-10,0,10,false,0,0,false
4714,51005,51,61,false,0,50,-10,0,10,false,0,0,false
4715,51016,51,60,false,0,50,-10,0,10,false,0,0,false
4716,51017,51,48,false,0,50,-10,0,10,false,0,0,false
4717,51017,51,48,false,0,50,-10,0,10,false,0,0,false
4718,51017,51,60,false,0,50,-10,0,10,false,0,0,false
4719,51017,51,48,false,0,50,-10,0,10,false,0,0,false
4720,51017,51,48,false,0,50,-10,0,10,false,0,0,false
4721,51017,51,58,false,0,50,-10,0,10,false,0,0,false
4722,51018,51,48,false,0,50,-10,0,10,false,0,0,false
4723,51018,51,50,false,0,50,-10,0,10,false,0,0,false
4724,51021,51,63,false,0,50,-10,0,10,false,0,0,false
4725,51021,51,58,false,0,50,-10,0,10,false,0,0,false
4726,51022,51,48,false,0,50,-10,0,10,false,0,0,false
4727,51026,51,48,false,0,50,-10,0,10,false,0,0,false
4728,51026,51,50,false,0,50,-10,0,10,false,0,0,false
4729,51027,51,61,false,0,50,-10,0,10,false,0,0,false
4730,51034,51,63,false,0,50,-10,0,10,false,0,0,false
4731,48010,51,63,false,0,50,-10,0,10,false,0,0,false
4732,48010,51,63,false,0,50,-10,0,10,false,0,0,false
4733,48010,51,48,false,0,50,-10,0,10,false,0,0,false
4734,48010,51,63,false,0,50,-10,0,10,false,0,0,false
4735,48010,51,60,false,0,50,-10,0,10,false,0,0,false
4736,48010,51,50,false,0,50,-10,0,10,false,0,0,false
4737,48012,51,50,false,0,50,-10,0,10,false,0,0,false
4738,48012,51,58,false,0,50,-10,0,10,false,0,0,false
4739,48012,51,61,false,0,50,-10,0,10,false,0,0,false
4740,48012,51,63,false,0,50,-10,0,10,false,0,0,false
4741,48012,51,61,false,0,50,-10,0,10,false,0,0,false
4742,48012,51,58,false,0,50,-10,0,10,false,0,0,false
4743,48012,51,60,false,0,50,-10,0,10,false,0,0,false
4744,48012,51,61,false,0,50,-10,0,10,false,0,0,false
4745,48012,51,60,false,0,50,-10,0,10,false,0,0,false
4746,48012,51,50,false,0,50,-10,0,10,false,0,0,false
4747,48012,51,63,false,0,50,-10,0,10,false,0,0,false
4748,48012,51,63,false,0,50,-10,0,10,false,0,0,false
4749,48012,51,63,false,0,50,-10,0,10,false,0,0,false
4750,48012,51,50,false,0,50,-10,0,10,false,0,0,false
4751,48020,51,63,false,0,50,-10,0,10,false,0,0,false
4752,48020,51,63,false,0,50,-10,0,10,false,0,0,false
4753,48038,51,50,false,0,50,-10,0,10,false,0,0,false
4754,48054,51,50,false,0,50,-10,0,10,false,0,0,false
4755,48054,51,50,false,0,50,-10,0,10,false,0,0,false
4756,48054,51,63,false,0,50,-10,0,10,false,0,0,false
4757,53001,51,48,false,0,50,-10,0,10,false,0,0,false
4758,53005,51,48,false,0,50,-10,0,10,false,0,0,false
4759,53006,51,58,false,0,50,-10,0,10,false,0,0,false
4760,53006,51,50,false,0,50,-10,0,10,false,0,0,false
4761,53008,51,50,false,0,50,-10,0,10,false,0,0,false
4762,53008,51,48,false,0,50,-10,0,10,false,0,0,false
4763,53008,51,61,false,0,50,-10,0,10,false,0,0,false
4764,53009,51,63,false,0,50,-10,0,10,false,0,0,false
4765,53009,51,50,false,0,50,-10,0,10,false,0,0,false
4766,53009,51,50,false,0,50,-10,0,10,false,0,0,false
4767,53010,51,61,false,0,50,-10,0,10,false,0,0,false
4768,53010,51,60,false,0,50,-10,0,10,false,0,0,false
4769,53010,51,61,false,0,50,-10,0,10,false,0,0,false
4770,53011,51,48,false,0,50,-10,0,10,false,0,0,false
4771,53011,51,48,false,0,50,-10,0,10,false,0,0,false
4772,53011,51,50,false,0,50,-10,0,10,false,0,0,false
4773,53011,51,50,false,0,50,-10,0,10,false,0,0,false
4774,53011,51,63,false,0,50,-10,0,10,false,0,0,false
4775,53011,51,61,false,0,50,-10,0,10,false,0,0,false
4776,53011,51,63,false,0,50,-10,0,10,false,0,0,false
4777,53011,51,48,false,0,50,-10,0,10,false,0,0,false
4778,53011,51,60,false,0,50,-10,0,10,false,0,0,false
4779,53014,51,50,false,0,50,-10,0,10,false,0,0,false
4780,53015,51,61,false,0,50,-10,0,10,false,0,0,false
4781,53015,51,63,false,0,50,-10,0,10,false,0,0,false
4782,53016,51,58,false,0,50,-10,0,10,false,0,0,false
4783,53016,51,61,false,0,50,-10,0,10,false,0,0,false
4784,53018,51,61,false,0,50,-10,0,10,false,0,0,false
4785,53018,51,50,false,0,50,-10,0,10,false,0,0,false
4786,53018,51,48,false,0,50,-10,0,10,false,0,0,false
4787,53021,51,63,false,0,50,-10,0,10,false,0,0,false
4788,53021,51,63,false,0,50,-10,0,10,false,0,0,false
4789,53026,51,50,false,0,50,-10,0,10,false,0,0,false
4790,49009,51,50,false,0,50,-10,0,10,false,0,0,false
4791,49014,51,58,false,0,50,-10,0,10,false,0,0,false
4792,46001,51,60,false,0,50,-10,0,10,false,0,0,false
4793,50011,51,60,false,0,50,-10,0,10,false,0,0,false
4794,50026,51,50,false,0,50,-10,0,10,false,0,0,false
4795,50032,51,63,false,0,50,-10,0,10,false,0,0,false
4796,50032,51,63,false,0,50,-10,0,10,false,0,0,false
4797,50039,51,60,false,0,50,-10,0,10,false,0,0,false
4798,50039,51,48,false,0,50,-10,0,10,false,0,0,false
4799,50039,51,60,false,0,50,-10,0,10,false,0,0,false
4800,50039,51,63,false,0,50,-10,0,10,false,0,0,false
4801,50039,51,61,false,0,50,-10,0,10,false,0,0,false
4802,50039,51,48,false,0,50,-10,0,10,false,0,0,false
4803,50039,51,61,false,0,50,-10,0,10,false,0,0,false
4804,50039,51,63,false,0,50,-10,0,10,false,0,0,false
4805,50039,51,60,false,0,50,-10,0,10,false,0,0,false
4806,47006,51,50,false,0,50,-10,0,10,false,0,0,false
4807,52001,51,60,false,0,50,-10,0,10,false,0,0,false
4808,52001,51,50,false,0,50,-10,0,10,false,0,0,false
4809,52001,51,61,false,0,50,-10,0,10,false,0,0,false
4810,52001,51,63,false,0,50,-10,0,10,false,0,0,false
4811,52001,51,61,false,0,50,-10,0,10,false,0,0,false
4812,52001,51,51,false,0,50,-10,0,10,false,0,0,false
4813,52001,51,48,false,0,50,-10,0,10,false,0,0,false
4814,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4815,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4816,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4817,52002,51,60,false,0,50,-10,0,10,false,0,0,false
4818,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4819,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4820,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4821,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4822,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4823,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4824,52002,51,58,false,0,50,-10,0,10,false,0,0,false
4825,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4826,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4827,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4828,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4829,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4830,52002,51,60,false,0,50,-10,0,10,false,0,0,false
4831,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4832,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4833,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4834,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4835,52002,51,50,false,0,50,-10,0,10,false,0,0,false
4836,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4837,52002,51,60,false,0,50,-10,0,10,false,0,0,false
4838,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4839,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4840,52002,51,63,false,0,50,-10,0,10,false,0,0,false
4841,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4842,52002,51,61,false,0,50,-10,0,10,false,0,0,false
4843,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4844,52002,51,58,false,0,50,-10,0,10,false,0,0,false
4845,52002,51,48,false,0,50,-10,0,10,false,0,0,false
4846,52002,51,60,false,0,50,-10,0,10,false,0,0,false
4847,52002,51,61,false,0,50,-10,0,10,false,0,0,false
4848,52003,51,50,false,0,50,-10,0,10,false,0,0,false
4849,52003,51,60,false,0,50,-10,0,10,false,0,0,false
4850,52003,51,58,false,0,50,-10,0,10,false,0,0,false
4851,52003,51,60,false,0,50,-10,0,10,false,0,0,false
4852,52003,51,61,false,0,50,-10,0,10,false,0,0,false
4853,52003,51,48,false,0,50,-10,0,10,false,0,0,false
4854,52003,51,48,false,0,50,-10,0,10,false,0,0,false
4855,52003,51,61,false,0,50,-10,0,10,false,0,0,false
4856,52003,51,61,false,0,50,-10,0,10,false,0,0,false
4857,52003,51,50,false,0,50,-10,0,10,false,0,0,false
4858,52003,51,61,false,0,50,-10,0,10,false,0,0,false
4859,52003,51,50,false,0,50,-10,0,10,false,0,0,false
4860,52003,51,50,false,0,50,-10,0,10,false,0,0,false
4861,52003,51,63,false,0,50,-10,0,10,false,0,0,false
4862,52003,51,48,false,0,50,-10,0,10,false,0,0,false
4863,52003,51,48,false,0,50,-10,0,10,false,0,0,false
4864,52003,51,48,false,0,50,-10,0,10,false,0,0,false
4865,52004,51,60,false,0,50,-10,0,10,false,0,0,false
4866,52004,51,60,false,0,50,-10,0,10,false,0,0,false
4867,52004,51,50,false,0,50,-10,0,10,false,0,0,false
4868,52004,51,50,false,0,50,-10,0,10,false,0,0,false
4869,52004,51,50,false,0,50,-10,0,10,false,0,0,false
4870,52004,51,60,false,0,50,-10,0,10,false,0,0,false
4871,52004,51,50,false,0,50,-10,0,10,false,0,0,false
4872,52005,51,48,false,0,50,-10,0,10,false,0,0,false
4873,52005,51,60,false,0,50,-10,0,10,false,0,0,false
4874,52005,51,50,false,0,50,-10,0,10,false,0,0,false
4875,52005,51,61,false,0,50,-10,0,10,false,0,0,false
4876,52005,51,61,false,0,50,-10,0,10,false,0,0,false
4877,52005,51,60,false,0,50,-10,0,10,false,0,0,false
4878,52005,51,63,false,0,50,-10,0,10,false,0,0,false
4879,52005,51,58,false,0,50,-10,0,10,false,0,0,false
4880,52005,51,50,false,0,50,-10,0,10,false,0,0,false
4881,52005,51,48,false,0,50,-10,0,10,false,0,0,false
4882,52005,51,48,false,0,50,-10,0,10,false,0,0,false
4883,52005,51,60,false,0,50,-10,0,10,false,0,0,false
4884,52005,51,60,false,0,50,-10,0,10,false,0,0,false
4885,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4886,52006,51,61,false,0,50,-10,0,10,false,0,0,false
4887,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4888,52006,51,58,false,0,50,-10,0,10,false,0,0,false
4889,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4890,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4891,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4892,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4893,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4894,52006,51,61,false,0,50,-10,0,10,false,0,0,false
4895,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4896,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4897,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4898,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4899,52006,51,61,false,0,50,-10,0,10,false,0,0,false
4900,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4901,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4902,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4903,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4904,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4905,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4906,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4907,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4908,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4909,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4910,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4911,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4912,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4913,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4914,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4915,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4916,52006,51,61,false,0,50,-10,0,10,false,0,0,false
4917,52006,51,48,false,0,50,-10,0,10,false,0,0,false
4918,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4919,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4920,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4921,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4922,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4923,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4924,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4925,52006,51,63,false,0,50,-10,0,10,false,0,0,false
4926,52006,51,60,false,0,50,-10,0,10,false,0,0,false
4927,52006,51,50,false,0,50,-10,0,10,false,0,0,false
4928,52007,51,48,false,0,50,-10,0,10,false,0,0,false
4929,52008,51,61,false,0,50,-10,0,10,false,0,0,false
4930,52009,51,50,false,0,50,-10,0,10,false,0,0,false
4931,52009,51,50,false,0,50,-10,0,10,false,0,0,false
4932,52010,51,48,false,0,50,-10,0,10,false,0,0,false
4933,52010,51,48,false,0,50,-10,0,10,false,0,0,false
4934,52010,51,50,false,0,50,-10,0,10,false,0,0,false
4935,52010,51,60,false,0,50,-10,0,10,false,0,0,false
4936,52010,51,60,false,0,50,-10,0,10,false,0,0,false
4937,52010,51,60,false,0,50,-10,0,10,false,0,0,false
4938,52010,51,58,false,0,50,-10,0,10,false,0,0,false
4939,52010,51,50,false,0,50,-10,0,10,false,0,0,false
4940,52011,51,58,false,0,50,-10,0,10,false,0,0,false
4941,52011,51,60,false,0,50,-10,0,10,false,0,0,false
4942,52011,51,50,false,0,50,-10,0,10,false,0,0,false
4943,52011,51,61,false,0,50,-10,0,10,false,0,0,false
4944,52011,51,63,false,0,50,-10,0,10,false,0,0,false
4945,52012,51,61,false,0,50,-10,0,10,false,0,0,false
4946,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4947,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4948,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4949,52012,51,48,false,0,50,-10,0,10,false,0,0,false
4950,52012,51,63,false,0,50,-10,0,10,false,0,0,false
4951,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4952,52012,51,58,false,0,50,-10,0,10,false,0,0,false
4953,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4954,52012,51,48,false,0,50,-10,0,10,false,0,0,false
4955,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4956,52012,51,61,false,0,50,-10,0,10,false,0,0,false
4957,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4958,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4959,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4960,52012,51,63,false,0,50,-10,0,10,false,0,0,false
4961,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4962,52012,51,63,false,0,50,-10,0,10,false,0,0,false
4963,52012,51,50,false,0,50,-10,0,10,false,0,0,false
4964,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4965,52012,51,63,false,0,50,-10,0,10,false,0,0,false
4966,52012,51,63,false,0,50,-10,0,10,false,0,0,false
4967,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4968,52012,51,60,false,0,50,-10,0,10,false,0,0,false
4969,52012,51,61,false,0,50,-10,0,10,false,0,0,false
4970,52012,51,48,false,0,50,-10,0,10,false,0,0,false
4971,52013,51,50,false,0,50,-10,0,10,false,0,0,false
4972,52013,51,61,false,0,50,-10,0,10,false,0,0,false
4973,52013,51,58,false,0,50,-10,0,10,false,0,0,false
4974,52013,51,50,false,0,50,-10,0,10,false,0,0,false
4975,52013,51,50,false,0,50,-10,0,10,false,0,0,false
4976,52013,51,60,false,0,50,-10,0,10,false,0,0,false
4977,52013,51,58,false,0,50,-10,0,10,false,0,0,false
4978,52013,51,48,false,0,50,-10,0,10,false,0,0,false
4979,52015,51,63,false,0,50,-10,0,10,false,0,0,false
4980,52015,51,48,false,0,50,-10,0,10,false,0,0,false
4981,52015,51,63,false,0,50,-10,0,10,false,0,0,false
4982,52015,51,60,false,0,50,-10,0,10,false,0,0,false
4983,52015,51,50,false,0,50,-10,0,10,false,0,0,false
4984,52015,51,48,false,0,50,-10,0,10,false,0,0,false
4985,52015,51,63,false,0,50,-10,0,10,false,0,0,false
4986,52016,51,48,false,0,50,-10,0,10,false,0,0,false
4987,52016,51,50,false,0,50,-10,0,10,false,0,0,false
4988,52016,51,63,false,0,50,-10,0,10,false,0,0,false
4989,52016,51,48,false,0,50,-10,0,10,false,0,0,false
4990,52016,51,63,false,0,50,-10,0,10,false,0,0,false
4991,52016,51,60,false,0,50,-10,0,10,false,0,0,false
4992,52016,51,61,false,0,50,-10,0,10,false,0,0,false
4993,52016,51,48,false,0,50,-10,0,10,false,0,0,false
4994,52016,51,50,false,0,50,-10,0,10,false,0,0,false
4995,52016,51,61,false,0,50,-10,0,10,false,0,0,false
4996,52016,51,63,false,0,50,-10,0,10,false,0,0,false
4997,52016,51,48,false,0,50,-10,0,10,false,0,0,false
4998,52016,51,48,false,0,50,-10,0,10,false,0,0,false
4999,52016,51,48,false,0,50,-10,0,10,false,0,0,false
5000,52016,51,58,false,0,50,-10,0,10,false,0,0,false
5001,52016,51,60,false,0,50,-10,0,10,false,0,0,false
5002,52016,51,63,false,0,50,-10,0,10,false,0,0,false
5003,52016,51,63,false,0,50,-10,0,10,false,0,0,false
5004,52016,51,48,false,0,50,-10,0,10,false,0,0,false
5005,52016,51,61,false,0,50,-10,0,10,false,0,0,false
5006,52016,51,58,false,0,50,-10,0,10,false,0,0,false
5007,52016,51,60,false,0,50,-10,0,10,false,0,0,false
5008,52016,51,60,false,0,50,-10,0,10,false,0,0,false
5009,52016,51,61,false,0,50,-10,0,10,false,0,0,false
5010,52016,51,48,false,0,50,-10,0,10,false,0,0,false
5011,52016,51,50,false,0,50,-10,0,10,false,0,0,false
