who,pro_com,selectedhospitalemp,selectedhospital,experiment,run,seed,n_network,distance_threshold,mu,sd
72,51001,48,68,,0,50,90,0,0.3
73,51001,48,71,,0,50,90,0,0.3
74,51002,48,68,,0,50,90,0,0.3
75,51002,48,70,,0,50,90,0,0.3
76,51002,48,68,,0,50,90,0,0.3
77,51002,48,71,,0,50,90,0,0.3
78,51002,48,49,,0,50,90,0,0.3
79,51002,48,70,,0,50,90,0,0.3
80,51002,48,54,,0,50,90,0,0.3
81,51002,48,49,,0,50,90,0,0.3
82,51002,48,68,,0,50,90,0,0.3
83,51002,48,49,,0,50,90,0,0.3
84,51002,48,70,,0,50,90,0,0.3
85,51002,48,70,,0,50,90,0,0.3
86,51002,48,71,,0,50,90,0,0.3
87,51002,48,71,,0,50,90,0,0.3
88,51002,48,54,,0,50,90,0,0.3
89,51002,48,70,,0,50,90,0,0.3
90,51002,48,54,,0,50,90,0,0.3
91,51002,48,71,,0,50,90,0,0.3
92,51002,48,49,,0,50,90,0,0.3
93,51002,48,71,,0,50,90,0,0.3
94,51002,48,68,,0,50,90,0,0.3
95,51002,48,71,,0,50,90,0,0.3
96,51002,48,49,,0,50,90,0,0.3
97,51002,48,49,,0,50,90,0,0.3
98,51002,48,68,,0,50,90,0,0.3
99,51002,48,52,,0,50,90,0,0.3
100,51002,48,54,,0,50,90,0,0.3
101,51002,48,49,,0,50,90,0,0.3
102,51002,48,54,,0,50,90,0,0.3
103,51002,48,71,,0,50,90,0,0.3
104,51002,48,68,,0,50,90,0,0.3
105,51002,48,71,,0,50,90,0,0.3
106,51002,48,71,,0,50,90,0,0.3
107,51002,48,49,,0,50,90,0,0.3
108,51002,48,49,,0,50,90,0,0.3
109,51002,48,68,,0,50,90,0,0.3
110,51002,48,71,,0,50,90,0,0.3
111,51002,48,49,,0,50,90,0,0.3
112,51002,48,54,,0,50,90,0,0.3
113,51002,48,52,,0,50,90,0,0.3
114,51002,48,70,,0,50,90,0,0.3
115,51002,48,68,,0,50,90,0,0.3
116,51002,48,49,,0,50,90,0,0.3
117,51002,48,54,,0,50,90,0,0.3
118,51002,48,54,,0,50,90,0,0.3
119,51002,48,70,,0,50,90,0,0.3
120,51002,48,71,,0,50,90,0,0.3
121,51002,48,54,,0,50,90,0,0.3
122,51002,48,68,,0,50,90,0,0.3
123,51002,48,71,,0,50,90,0,0.3
124,51002,48,70,,0,50,90,0,0.3
125,51002,48,49,,0,50,90,0,0.3
126,51002,48,49,,0,50,90,0,0.3
127,51002,48,71,,0,50,90,0,0.3
128,51002,48,49,,0,50,90,0,0.3
129,51002,48,49,,0,50,90,0,0.3
130,51002,48,70,,0,50,90,0,0.3
131,51002,48,54,,0,50,90,0,0.3
132,51002,48,70,,0,50,90,0,0.3
133,51002,48,68,,0,50,90,0,0.3
134,51002,48,71,,0,50,90,0,0.3
135,51002,48,52,,0,50,90,0,0.3
136,51002,48,49,,0,50,90,0,0.3
137,51002,48,68,,0,50,90,0,0.3
138,51002,48,71,,0,50,90,0,0.3
139,51002,48,71,,0,50,90,0,0.3
140,51002,48,68,,0,50,90,0,0.3
141,51002,48,54,,0,50,90,0,0.3
142,51002,48,52,,0,50,90,0,0.3
143,51002,48,52,,0,50,90,0,0.3
144,51002,48,54,,0,50,90,0,0.3
145,51002,48,54,,0,50,90,0,0.3
146,51002,48,70,,0,50,90,0,0.3
147,51002,48,68,,0,50,90,0,0.3
148,51002,48,68,,0,50,90,0,0.3
149,51002,48,68,,0,50,90,0,0.3
150,51002,48,49,,0,50,90,0,0.3
151,51002,48,71,,0,50,90,0,0.3
152,51002,48,68,,0,50,90,0,0.3
153,51002,48,52,,0,50,90,0,0.3
154,51002,48,52,,0,50,90,0,0.3
155,51002,48,49,,0,50,90,0,0.3
156,51002,48,52,,0,50,90,0,0.3
157,51002,48,49,,0,50,90,0,0.3
158,51004,48,70,,0,50,90,0,0.3
159,51004,48,70,,0,50,90,0,0.3
160,51004,48,52,,0,50,90,0,0.3
161,51004,48,68,,0,50,90,0,0.3
162,51004,48,52,,0,50,90,0,0.3
163,51004,48,68,,0,50,90,0,0.3
164,51004,48,71,,0,50,90,0,0.3
165,51004,48,68,,0,50,90,0,0.3
166,51004,48,70,,0,50,90,0,0.3
167,51005,48,52,,0,50,90,0,0.3
168,51006,48,54,,0,50,90,0,0.3
169,51006,48,54,,0,50,90,0,0.3
170,51006,48,49,,0,50,90,0,0.3
171,51006,48,70,,0,50,90,0,0.3
172,51006,48,52,,0,50,90,0,0.3
173,51006,48,71,,0,50,90,0,0.3
174,51007,48,71,,0,50,90,0,0.3
175,51008,48,49,,0,50,90,0,0.3
176,51010,48,52,,0,50,90,0,0.3
177,51010,48,49,,0,50,90,0,0.3
178,51011,48,49,,0,50,90,0,0.3
179,51011,48,49,,0,50,90,0,0.3
180,51012,48,54,,0,50,90,0,0.3
181,51012,48,49,,0,50,90,0,0.3
182,51012,48,49,,0,50,90,0,0.3
183,51012,48,68,,0,50,90,0,0.3
