who,pro_com,selectedhospitalemp,selectedhospital
1555,45014,56,56
1556,45015,56,56
1557,45016,56,56
1558,45016,56,56
1559,45016,56,56
1560,45017,56,56
1561,50004,56,65
1562,50005,56,65
1563,50006,56,59
1564,50009,56,65
1565,50010,56,62
1566,50019,56,65
1567,50025,56,65
1568,50026,56,58
1569,50028,56,65
1570,50029,56,65
1571,50031,56,58
1572,50032,56,64
1573,50037,56,58
1574,100001,56,61
1575,100005,56,61
1576,47009,56,63
1577,47014,56,63
1578,47016,56,69
1579,47017,56,61
1580,47021,56,69
1581,52011,56,48
1582,52033,56,48
1583,51013,57,49
1584,51020,57,49
1585,51026,57,49
1586,51031,57,48
1587,51033,57,49
1588,51034,57,48
1589,51040,57,70
1590,51041,57,48
1591,48001,57,57
1592,48001,57,57
1593,48001,57,57
1594,48001,57,57
1595,48001,57,57
1596,48001,57,57
1597,48001,57,57
1598,48001,57,57
1599,48002,57,61
1600,48004,57,54
1601,48005,57,61
1602,48006,57,60
1603,48013,57,70
1604,48014,57,64
1605,48015,57,57
1606,48015,57,57
1607,48017,57,60
1608,48017,57,54
1609,48017,57,50
1610,48017,57,60
1611,48017,57,54
1612,48017,57,60
1613,48017,57,50
1614,48017,57,60
1615,48017,57,60
1616,48017,57,60
1617,48017,57,50
1618,48017,57,54
1619,48017,57,50
1620,48017,57,54
1621,48017,57,60
1622,48017,57,54
1623,48017,57,60
1624,48017,57,54
1625,48017,57,50
1626,48017,57,54
1627,48017,57,60
1628,48017,57,54
1629,48017,57,60
1630,48017,57,60
1631,48017,57,60
1632,48017,57,60
1633,48017,57,50
1634,48017,57,54
1635,48017,57,50
1636,48017,57,54
1637,48017,57,50
1638,48017,57,50
1639,48017,57,50
1640,48017,57,60
1641,48017,57,50
1642,48017,57,50
1643,48017,57,50
1644,48021,57,70
1645,48021,57,70
1646,48021,57,70
1647,48021,57,70
1648,48021,57,70
1649,48021,57,70
1650,48022,57,57
1651,48022,57,57
1652,48022,57,57
1653,48022,57,57
1654,48024,57,60
1655,48025,57,57
1656,48028,57,64
1657,48030,57,64
1658,48032,57,70
1659,48032,57,70
1660,48032,57,70
1661,48032,57,70
1662,48033,57,57
1663,48033,57,57
1664,48033,57,57
1665,48033,57,57
1666,48033,57,57
1667,48033,57,57
1668,48033,57,57
1669,48033,57,57
1670,48035,57,70
1671,48035,57,70
1672,48035,57,70
1673,48035,57,70
1674,48035,57,70
1675,48035,57,70
1676,48036,57,70
1677,48036,57,70
1678,48036,57,70
1679,48037,57,57
1680,48038,57,57
1681,48038,57,57
1682,48039,57,70
1683,48041,57,60
1684,48041,57,54
1685,48043,57,54
1686,48044,57,50
1687,48046,57,50
1688,48050,57,64
1689,48052,57,70
1690,48052,57,70
1691,48052,57,70
1692,48052,57,70
1693,48052,57,70
1694,48052,57,70
1695,48052,57,70
1696,48052,57,70
1697,48054,57,55
1698,49018,57,62
1699,49021,57,68
1700,46007,57,69
1701,100003,57,63
1702,100005,57,61
1703,47002,57,61
1704,47003,57,69
1705,47011,57,63
1706,47014,57,63
1707,47016,57,69
1708,52006,57,51
1709,52023,57,49
1710,51016,58,48
1711,51042,58,49
1712,48012,58,55
1713,48019,58,64
1714,48020,58,55
1715,48050,58,64
1716,53009,58,53
1717,49001,58,62
1718,49002,58,53
1719,49003,58,68
1720,49004,58,68
1721,49005,58,62
1722,49006,58,62
1723,49007,58,59
1724,49007,58,62
1725,49008,58,59
1726,49008,58,59
1727,49008,58,62
1728,49008,58,59
1729,49008,58,59
1730,49009,58,59
1731,49009,58,62
1732,49009,58,59
1733,49009,58,59
1734,49009,58,59
1735,49009,58,62
1736,49009,58,59
1737,49009,58,59
1738,49009,58,62
1739,49009,58,59
1740,49009,58,59
1741,49009,58,62
1742,49009,58,59
1743,49009,58,62
1744,49012,58,68
1745,49012,58,68
1746,49013,58,68
1747,49014,58,68
1748,49017,58,62
1749,49017,58,59
1750,49017,58,62
1751,49020,58,53
1752,46001,58,69
1753,46002,58,71
1754,46003,58,71
1755,46004,58,71
1756,46005,58,66
1757,46007,58,69
1758,46007,58,69
1759,46007,58,69
1760,46007,58,69
1761,46009,58,71
1762,46010,58,71
1763,46011,58,71
1764,46013,58,56
1765,46015,58,71
1766,46017,58,69
1767,46017,58,69
1768,46017,58,69
1769,46017,58,69
1770,46017,58,69
1771,46017,58,69
1772,46017,58,69
1773,46017,58,69
1774,46017,58,69
1775,46017,58,69
1776,46017,58,69
1777,46018,58,69
1778,46019,58,71
1779,46021,58,69
1780,46022,58,69
1781,46023,58,71
1782,46024,58,66
1783,46026,58,69
1784,46033,58,66
1785,46033,58,66
1786,46033,58,66
1787,46035,58,71
1788,46037,58,71
1789,45003,58,56
1790,45008,58,56
1791,45009,58,56
1792,45010,58,56
1793,45010,58,56
1794,45011,58,56
1795,45012,58,56
1796,50001,58,65
1797,50001,58,65
1798,50001,58,65
1799,50002,58,65
1800,50003,58,67
1801,50003,58,67
1802,50003,58,58
1803,50003,58,58
1804,50004,58,65
1805,50004,58,65
1806,50004,58,65
1807,50004,58,65
1808,50004,58,65
1809,50004,58,65
1810,50005,58,65
1811,50008,58,65
1812,50008,58,65
1813,50008,58,65
1814,50008,58,65
1815,50008,58,65
1816,50008,58,65
1817,50008,58,65
1818,50008,58,65
1819,50008,58,65
1820,50008,58,65
1821,50008,58,65
1822,50008,58,65
1823,50008,58,65
1824,50008,58,65
1825,50008,58,65
1826,50008,58,65
1827,50008,58,65
1828,50008,58,65
1829,50008,58,65
1830,50008,58,65
1831,50008,58,65
1832,50008,58,65
1833,50008,58,65
1834,50008,58,65
1835,50008,58,65
1836,50008,58,65
1837,50008,58,65
1838,50008,58,65
1839,50008,58,65
1840,50008,58,65
1841,50008,58,65
1842,50008,58,65
1843,50008,58,65
1844,50009,58,65
1845,50009,58,65
1846,50010,58,62
1847,50011,58,55
1848,50012,58,65
1849,50014,58,65
1850,50014,58,65
1851,50019,58,65
1852,50020,58,62
1853,50022,58,65
1854,50022,58,65
1855,50023,58,59
1856,50024,58,65
1857,50025,58,65
1858,50025,58,65
1859,50026,58,58
1860,50026,58,58
1861,50026,58,67
1862,50026,58,58
1863,50026,58,67
1864,50026,58,58
1865,50026,58,67
1866,50026,58,67
1867,50026,58,67
1868,50026,58,67
1869,50026,58,67
1870,50026,58,67
1871,50026,58,58
1872,50026,58,67
1873,50026,58,58
1874,50026,58,58
1875,50026,58,58
1876,50026,58,67
1877,50026,58,67
1878,50026,58,67
1879,50026,58,58
1880,50026,58,67
1881,50026,58,67
1882,50026,58,67
1883,50026,58,58
1884,50026,58,58
1885,50026,58,67
1886,50026,58,58
1887,50026,58,67
1888,50026,58,58
1889,50026,58,67
1890,50026,58,58
1891,50026,58,58
1892,50026,58,58
1893,50026,58,67
1894,50026,58,58
1895,50026,58,58
1896,50026,58,58
1897,50026,58,58
1898,50026,58,67
1899,50026,58,58
1900,50026,58,58
1901,50026,58,67
1902,50026,58,67
1903,50026,58,58
1904,50026,58,67
1905,50026,58,67
1906,50026,58,58
1907,50026,58,67
1908,50026,58,67
1909,50026,58,58
1910,50026,58,58
1911,50026,58,67
1912,50026,58,67
1913,50026,58,67
1914,50026,58,67
1915,50026,58,67
1916,50026,58,67
1917,50026,58,67
1918,50026,58,58
1919,50026,58,67
1920,50026,58,67
1921,50026,58,58
1922,50026,58,67
1923,50026,58,67
1924,50026,58,58
1925,50026,58,58
1926,50026,58,58
1927,50026,58,67
1928,50026,58,58
1929,50026,58,58
1930,50026,58,58
1931,50026,58,58
1932,50026,58,67
1933,50027,58,55
1934,50028,58,65
1935,50028,58,65
1936,50028,58,65
1937,50028,58,65
1938,50029,58,65
1939,50029,58,65
1940,50029,58,65
1941,50029,58,65
1942,50029,58,65
1943,50031,58,67
1944,50031,58,67
1945,50031,58,69
1946,50031,58,58
1947,50031,58,69
1948,50031,58,69
1949,50031,58,69
1950,50031,58,67
1951,50031,58,67
1952,50031,58,58
1953,50031,58,69
1954,50031,58,58
1955,50031,58,69
1956,50031,58,58
1957,50031,58,58
1958,50031,58,69
1959,50031,58,58
1960,50031,58,67
1961,50031,58,69
1962,50031,58,58
1963,50031,58,58
1964,50031,58,67
1965,50031,58,67
1966,50031,58,67
1967,50032,58,64
1968,50032,58,64
1969,50033,58,65
1970,50034,58,65
1971,50035,58,65
1972,50035,58,65
1973,50035,58,65
1974,50036,58,65
1975,50036,58,65
1976,50037,58,67
1977,50037,58,67
1978,50037,58,58
1979,50037,58,67
1980,50037,58,58
1981,50037,58,58
1982,50037,58,58
1983,50037,58,67
1984,50038,58,65
1985,50038,58,65
1986,50038,58,65
1987,50038,58,65
1988,50038,58,65
1989,50038,58,65
1990,50039,58,55
1991,50040,58,65
1992,50040,58,65
1993,50040,58,65
1994,50041,58,65
1995,50041,58,65
1996,50041,58,65
1997,47011,58,63
1998,47012,58,69
1999,47014,58,63
2000,47021,58,69
2001,47022,58,69
2002,52028,58,55
2003,48017,58,54
2004,51026,59,49
2005,48011,59,64
2006,49001,59,59
2007,49002,59,53
2008,49004,59,68
2009,49006,59,62
2010,49007,59,62
2011,49008,59,62
2012,49008,59,59
2013,49008,59,59
2014,49008,59,59
2015,49008,59,59
2016,49008,59,62
2017,49008,59,59
2018,49008,59,59
2019,49008,59,62
2020,49008,59,59
2021,49009,59,62
2022,49009,59,59
2023,49009,59,62
2024,49009,59,59
2025,49009,59,62
2026,49009,59,62
2027,49009,59,62
2028,49009,59,62
2029,49009,59,62
2030,49009,59,62
2031,49009,59,62
2032,49009,59,62
2033,49009,59,59
2034,49009,59,59
2035,49009,59,62
2036,49009,59,62
2037,49009,59,59
2038,49009,59,59
2039,49009,59,59
2040,49009,59,62
2041,49009,59,62
2042,49009,59,59
2043,49009,59,62
2044,49009,59,62
2045,49009,59,59
2046,49009,59,62
2047,49009,59,62
2048,49009,59,62
2049,49009,59,59
2050,49009,59,62
2051,49009,59,59
2052,49009,59,59
2053,49009,59,62
2054,49009,59,59
2055,49009,59,62
2056,49009,59,62
2057,49009,59,62
2058,49009,59,59
2059,49009,59,59
2060,49009,59,62
2061,49009,59,62
2062,49009,59,59
2063,49009,59,62
2064,49009,59,62
2065,49009,59,62
2066,49009,59,62
2067,49009,59,62
2068,49009,59,59
2069,49009,59,59
2070,49009,59,62
2071,49009,59,59
2072,49009,59,62
2073,49009,59,59
2074,49009,59,59
2075,49009,59,59
2076,49009,59,59
2077,49009,59,62
2078,49009,59,62
2079,49009,59,62
2080,49009,59,59
2081,49009,59,59
2082,49009,59,59
2083,49009,59,59
2084,49009,59,62
2085,49009,59,59
2086,49009,59,59
2087,49009,59,62
2088,49009,59,59
2089,49009,59,59
2090,49009,59,62
2091,49009,59,59
2092,49009,59,62
2093,49009,59,62
2094,49009,59,62
2095,49009,59,59
2096,49009,59,62
2097,49009,59,59
2098,49009,59,62
2099,49009,59,62
2100,49009,59,59
2101,49009,59,59
2102,49009,59,59
2103,49009,59,62
2104,49009,59,59
2105,49009,59,62
2106,49009,59,59
2107,49009,59,62
2108,49009,59,62
2109,49009,59,59
2110,49009,59,62
2111,49009,59,62
2112,49009,59,59
2113,49009,59,59
2114,49009,59,62
2115,49009,59,62
2116,49009,59,59
2117,49009,59,59
2118,49009,59,62
2119,49010,59,68
2120,49012,59,68
2121,49013,59,68
2122,49017,59,62
2123,46017,59,69
2124,50002,59,65
2125,50014,59,65
2126,50021,59,53
2127,50023,59,62
2128,50026,59,58
2129,50027,59,55
2130,50029,59,65
2131,50034,59,65
2132,50040,59,65
2133,47007,59,63
2134,47011,59,63
2135,51033,60,49
2136,51040,60,70
2137,48001,60,57
2138,48001,60,57
2139,48001,60,57
2140,48002,60,61
2141,48004,60,60
2142,48005,60,61
2143,48005,60,61
2144,48006,60,61
2145,48006,60,60
2146,48006,60,54
2147,48006,60,54
2148,48006,60,50
2149,48006,60,60
2150,48006,60,50
2151,48006,60,60
2152,48006,60,50
2153,48008,60,64
2154,48010,60,64
2155,48011,60,64
2156,48013,60,70
2157,48014,60,64
2158,48014,60,64
2159,48014,60,64
2160,48015,60,57
2161,48017,60,50
2162,48017,60,50
2163,48017,60,60
2164,48017,60,54
2165,48017,60,60
2166,48017,60,60
2167,48017,60,54
2168,48017,60,54
2169,48017,60,50
2170,48017,60,50
2171,48017,60,60
2172,48017,60,54
2173,48017,60,54
2174,48017,60,50
2175,48017,60,50
2176,48017,60,50
2177,48017,60,54
2178,48017,60,54
2179,48017,60,50
2180,48017,60,60
2181,48017,60,50
2182,48017,60,54
2183,48017,60,60
2184,48017,60,60
2185,48017,60,60
2186,48017,60,60
2187,48017,60,50
2188,48017,60,50
2189,48017,60,50
2190,48017,60,60
2191,48017,60,54
2192,48017,60,50
2193,48017,60,60
2194,48017,60,50
2195,48017,60,60
2196,48017,60,50
2197,48017,60,50
2198,48017,60,60
2199,48017,60,54
2200,48017,60,54
2201,48017,60,60
2202,48017,60,60
2203,48017,60,50
2204,48017,60,50
2205,48017,60,50
2206,48017,60,60
2207,48017,60,50
2208,48017,60,50
2209,48017,60,50
2210,48017,60,60
2211,48017,60,60
2212,48017,60,50
2213,48017,60,54
2214,48017,60,54
2215,48017,60,54
2216,48017,60,50
2217,48017,60,54
2218,48017,60,60
2219,48017,60,50
2220,48017,60,60
2221,48017,60,50
2222,48017,60,60
2223,48017,60,60
2224,48017,60,50
2225,48017,60,54
2226,48017,60,54
2227,48017,60,60
2228,48017,60,60
2229,48017,60,54
2230,48017,60,50
2231,48017,60,54
2232,48017,60,54
2233,48017,60,54
2234,48017,60,50
2235,48017,60,60
2236,48017,60,60
2237,48017,60,54
2238,48017,60,50
2239,48017,60,60
2240,48017,60,60
2241,48017,60,50
2242,48017,60,54
2243,48017,60,50
2244,48017,60,50
2245,48017,60,50
2246,48018,60,61
2247,48019,60,64
2248,48019,60,64
2249,48020,60,55
2250,48021,60,70
2251,48021,60,70
2252,48022,60,57
2253,48022,60,57
2254,48022,60,57
2255,48022,60,57
2256,48022,60,57
2257,48024,60,54
2258,48024,60,54
2259,48024,60,50
2260,48024,60,54
2261,48024,60,50
2262,48024,60,60
2263,48024,60,54
2264,48024,60,60
2265,48024,60,54
2266,48024,60,50
2267,48024,60,50
2268,48024,60,54
2269,48027,60,64
2270,48028,60,64
2271,48028,60,64
2272,48030,60,64
2273,48030,60,64
2274,48030,60,64
2275,48030,60,64
2276,48032,60,70
2277,48033,60,57
2278,48033,60,57
2279,48035,60,70
2280,48036,60,70
2281,48037,60,57
2282,48038,60,57
2283,48038,60,57
2284,48038,60,57
2285,48038,60,57
2286,48038,60,57
2287,48038,60,57
2288,48041,60,60
2289,48041,60,50
2290,48041,60,60
2291,48041,60,50
2292,48041,60,50
2293,48041,60,60
2294,48041,60,60
2295,48041,60,50
2296,48041,60,54
2297,48041,60,50
2298,48041,60,54
2299,48041,60,54
2300,48041,60,50
2301,48041,60,50
2302,48041,60,54
2303,48041,60,54
2304,48041,60,54
2305,48041,60,50
2306,48041,60,60
2307,48041,60,50
2308,48041,60,60
2309,48041,60,50
2310,48041,60,54
2311,48041,60,50
2312,48041,60,60
2313,48041,60,60
2314,48041,60,60
2315,48041,60,54
2316,48041,60,54
2317,48041,60,50
2318,48043,60,60
2319,48043,60,61
2320,48043,60,60
2321,48043,60,61
2322,48043,60,54
2323,48044,60,54
2324,48044,60,60
2325,48044,60,60
2326,48044,60,60
2327,48044,60,50
2328,48044,60,54
2329,48046,60,60
2330,48049,60,70
2331,48050,60,64
2332,48052,60,70
2333,48052,60,70
2334,48053,60,60
2335,48054,60,55
2336,48054,60,55
2337,48054,60,55
2338,53006,60,53
2339,53011,60,53
2340,49002,60,53
2341,49004,60,68
2342,49006,60,59
2343,49009,60,59
2344,49014,60,68
2345,49017,60,59
2346,46017,60,69
2347,45007,60,56
2348,50009,60,65
2349,50022,60,65
2350,50028,60,65
2351,50032,60,64
2352,50033,60,65
2353,50035,60,65
2354,100002,60,61
2355,100003,60,63
2356,100004,60,61
2357,100005,60,61
2358,100005,60,61
2359,47003,60,69
2360,47006,60,64
2361,47012,60,69
2362,47013,60,63
2363,47014,60,63
2364,47016,60,69
2365,47017,60,63
2366,47021,60,69
2367,47024,60,63
2368,52001,60,51
2369,52009,60,48
2370,52012,60,55
2371,52013,60,49
2372,52016,60,55
2373,52022,60,55
2374,52028,60,55
2375,52032,60,52
2376,48005,61,61
2377,48005,61,61
2378,48006,61,60
2379,48006,61,60
2380,48006,61,54
2381,48006,61,61
2382,48006,61,61
2383,48006,61,50
2384,48006,61,60
2385,48006,61,61
2386,48006,61,60
2387,48008,61,64
2388,48011,61,64
2389,48014,61,64
2390,48017,61,54
2391,48017,61,54
2392,48017,61,54
2393,48019,61,64
2394,48024,61,50
2395,48035,61,70
2396,48041,61,50
2397,48043,61,61
2398,48044,61,60
2399,48046,61,50
2400,48050,61,64
2401,53011,61,53
2402,49012,61,68
2403,49014,61,68
2404,46001,61,69
2405,46013,61,56
2406,46017,61,69
2407,45010,61,56
2408,50009,61,65
2409,100001,61,61
2410,100001,61,61
2411,100002,61,61
2412,100002,61,61
2413,100002,61,61
2414,100002,61,61
2415,100002,61,61
2416,100002,61,61
2417,100002,61,61
2418,100002,61,61
2419,100002,61,61
2420,100002,61,61
2421,100003,61,63
2422,100003,61,63
2423,100003,61,63
2424,100003,61,63
2425,100003,61,63
2426,100003,61,63
2427,100003,61,63
2428,100003,61,63
2429,100003,61,63
2430,100003,61,63
2431,100003,61,63
2432,100003,61,63
2433,100003,61,63
2434,100003,61,63
2435,100003,61,63
2436,100003,61,63
2437,100004,61,61
2438,100004,61,61
2439,100004,61,61
2440,100004,61,61
2441,100004,61,61
2442,100004,61,61
2443,100005,61,61
2444,100005,61,61
2445,100005,61,61
2446,100005,61,61
2447,100005,61,61
2448,100005,61,61
2449,100005,61,61
2450,100005,61,61
2451,100005,61,61
2452,100005,61,61
2453,100005,61,61
2454,100005,61,61
2455,100005,61,61
2456,100005,61,61
2457,100005,61,61
2458,100005,61,61
2459,100005,61,61
2460,100005,61,61
2461,100005,61,61
2462,100005,61,61
2463,100005,61,61
2464,100005,61,61
2465,100005,61,61
2466,100005,61,61
2467,100005,61,61
2468,100005,61,61
2469,100005,61,61
2470,100005,61,61
2471,100005,61,61
2472,100005,61,61
2473,100005,61,61
2474,100005,61,61
2475,100005,61,61
2476,100005,61,61
2477,100005,61,61
2478,100005,61,61
2479,100005,61,61
2480,100005,61,61
2481,100005,61,61
2482,100005,61,61
2483,100005,61,61
2484,100005,61,61
2485,100005,61,61
2486,100005,61,61
2487,100005,61,61
2488,100005,61,61
2489,100005,61,61
2490,100005,61,61
2491,100005,61,61
2492,100005,61,61
2493,100005,61,61
2494,100005,61,61
2495,100005,61,61
2496,100005,61,61
2497,100005,61,61
2498,100005,61,61
2499,100005,61,61
2500,100005,61,61
2501,100005,61,61
2502,100005,61,61
2503,100005,61,61
2504,100005,61,61
2505,100005,61,61
2506,100005,61,61
2507,100005,61,61
2508,100005,61,61
2509,100005,61,61
2510,100005,61,61
2511,100005,61,61
2512,100005,61,61
2513,100005,61,61
2514,100005,61,61
2515,100005,61,61
2516,100005,61,61
2517,100005,61,61
2518,100005,61,61
2519,100005,61,61
2520,100005,61,61
2521,100005,61,61
2522,100005,61,61
2523,100005,61,61
2524,100005,61,61
2525,100005,61,61
2526,100005,61,61
2527,100005,61,61
2528,100005,61,61
2529,100005,61,61
2530,100005,61,61
2531,100005,61,61
2532,100005,61,61
2533,100005,61,61
2534,100005,61,61
2535,100005,61,61
2536,100005,61,61
2537,100005,61,61
2538,100005,61,61
2539,100005,61,61
2540,100005,61,61
2541,100005,61,61
2542,100005,61,61
2543,100005,61,61
2544,100005,61,61
2545,100005,61,61
2546,100005,61,61
2547,100005,61,61
2548,100005,61,61
2549,100005,61,61
2550,100005,61,61
2551,100005,61,61
2552,100005,61,61
2553,100005,61,61
2554,100005,61,61
2555,100005,61,61
2556,100005,61,61
2557,100005,61,61
2558,100005,61,61
2559,100005,61,61
2560,100005,61,61
2561,100005,61,61
2562,100005,61,61
2563,100005,61,61
2564,100005,61,61
2565,100005,61,61
2566,100005,61,61
2567,100005,61,61
2568,100005,61,61
2569,100005,61,61
2570,100005,61,61
2571,100005,61,61
2572,100005,61,61
2573,100005,61,61
2574,100005,61,61
2575,100005,61,61
2576,100005,61,61
2577,100005,61,61
2578,100005,61,61
2579,100005,61,61
2580,100005,61,61
2581,100005,61,61
2582,100005,61,61
2583,100005,61,61
2584,100005,61,61
2585,100005,61,61
2586,100005,61,61
2587,100005,61,61
2588,100005,61,61
2589,100005,61,61
2590,100005,61,61
2591,100005,61,61
2592,100005,61,61
2593,100006,61,61
2594,100006,61,61
2595,100006,61,61
2596,100006,61,61
2597,100006,61,61
2598,100006,61,61
2599,100006,61,61
2600,100006,61,61
2601,100007,61,61
2602,100007,61,61
2603,100007,61,61
2604,100007,61,61
2605,100007,61,61
2606,47002,61,61
2607,47002,61,61
2608,47002,61,61
2609,47002,61,61
2610,47002,61,61
2611,47002,61,61
2612,47002,61,61
2613,47002,61,61
2614,47002,61,61
2615,47002,61,61
2616,47002,61,61
2617,47003,61,69
2618,47005,61,64
2619,47006,61,64
2620,47007,61,63
2621,47009,61,63
2622,47010,61,63
2623,47010,61,63
2624,47010,61,63
2625,47010,61,63
2626,47010,61,63
2627,47011,61,63
2628,47011,61,63
2629,47012,61,69
2630,47013,61,63
2631,47014,61,63
2632,47014,61,63
2633,47014,61,63
2634,47014,61,63
2635,47014,61,63
2636,47014,61,63
2637,47014,61,63
2638,47014,61,63
2639,47014,61,63
2640,47014,61,63
2641,47014,61,63
2642,47016,61,69
2643,47017,61,63
2644,47017,61,61
2645,47017,61,63
2646,47017,61,61
2647,47017,61,61
2648,47017,61,61
2649,47017,61,61
2650,47017,61,61
2651,47017,61,63
2652,47017,61,63
2653,47020,61,63
2654,47020,61,63
2655,47020,61,63
2656,47021,61,69
2657,47022,61,69
2658,47024,61,63
2659,52003,61,51
2660,52028,61,55
2661,48005,62,61
2662,48010,62,64
2663,48011,62,64
2664,48017,62,60
2665,53009,62,53
2666,53009,62,53
2667,53009,62,53
2668,53009,62,53
2669,53010,62,53
2670,53015,62,53
2671,53024,62,53
2672,53027,62,53
2673,49001,62,62
2674,49001,62,62
2675,49001,62,59
2676,49002,62,53
2677,49002,62,53
2678,49002,62,53
2679,49002,62,53
2680,49002,62,53
2681,49004,62,68
2682,49006,62,62
2683,49006,62,62
2684,49006,62,59
2685,49006,62,62
2686,49006,62,59
2687,49007,62,59
2688,49007,62,59
2689,49007,62,62
2690,49007,62,59
2691,49007,62,59
2692,49007,62,59
2693,49007,62,59
2694,49007,62,59
2695,49007,62,59
2696,49007,62,59
2697,49007,62,62
2698,49007,62,59
2699,49007,62,59
2700,49007,62,59
2701,49007,62,62
2702,49007,62,59
2703,49007,62,62
2704,49007,62,59
2705,49007,62,62
2706,49007,62,62
2707,49008,62,62
2708,49009,62,59
2709,49009,62,62
2710,49011,62,68
2711,49012,62,68
2712,49012,62,68
2713,49012,62,68
2714,49012,62,68
2715,49012,62,68
2716,49012,62,68
2717,49012,62,68
2718,49012,62,68
2719,49012,62,68
2720,49012,62,68
2721,49012,62,68
2722,49012,62,68
2723,49012,62,68
2724,49012,62,68
2725,49017,62,59
2726,49017,62,59
2727,49017,62,59
2728,49017,62,59
2729,49017,62,59
2730,49017,62,59
2731,49017,62,59
2732,49017,62,62
2733,49017,62,62
2734,49017,62,59
2735,49017,62,59
2736,49017,62,59
2737,49017,62,62
2738,49017,62,62
2739,49017,62,59
2740,49017,62,59
2741,49018,62,62
2742,49018,62,62
2743,49018,62,59
2744,49019,62,59
2745,49020,62,53
2746,46017,62,69
2747,50006,62,62
2748,50008,62,65
2749,50010,62,59
2750,50010,62,59
2751,50011,62,55
2752,50015,62,59
2753,50016,62,65
2754,50019,62,65
2755,50020,62,59
2756,50020,62,59
2757,50021,62,53
2758,50027,62,55
2759,50027,62,55
2760,50030,62,62
2761,50034,62,65
2762,50039,62,55
2763,47024,62,63
2764,48005,63,61
2765,48006,63,60
2766,48010,63,64
2767,48011,63,64
2768,48014,63,64
2769,48019,63,64
2770,48030,63,64
2771,48041,63,54
2772,48050,63,64
2773,53024,63,53
2774,49011,63,68
2775,49017,63,59
2776,46001,63,69
2777,46005,63,66
2778,46007,63,69
2779,46009,63,71
2780,46010,63,71
2781,46011,63,71
2782,46017,63,69
2783,46021,63,69
2784,46024,63,66
2785,46033,63,66
2786,50001,63,65
2787,50009,63,65
2788,50022,63,65
2789,50029,63,65
2790,50032,63,64
2791,50035,63,65
2792,100003,63,63
2793,100004,63,61
2794,100005,63,61
2795,47002,63,61
2796,47002,63,61
2797,47002,63,61
2798,47002,63,61
2799,47002,63,61
2800,47002,63,61
2801,47003,63,69
2802,47003,63,69
2803,47003,63,69
2804,47005,63,64
2805,47005,63,64
2806,47006,63,64
2807,47006,63,64
2808,47006,63,64
2809,47006,63,64
2810,47007,63,63
2811,47009,63,63
2812,47009,63,63
2813,47009,63,63
2814,47009,63,63
2815,47009,63,63
2816,47009,63,63
2817,47009,63,63
2818,47009,63,63
2819,47009,63,63
2820,47009,63,63
2821,47009,63,63
2822,47009,63,63
2823,47009,63,63
2824,47009,63,63
2825,47010,63,63
2826,47010,63,63
2827,47010,63,63
2828,47011,63,63
2829,47011,63,63
2830,47011,63,63
2831,47011,63,63
2832,47011,63,63
2833,47011,63,63
2834,47011,63,63
2835,47011,63,63
2836,47011,63,63
2837,47011,63,63
2838,47011,63,63
2839,47011,63,63
2840,47011,63,63
2841,47012,63,69
2842,47012,63,69
2843,47012,63,69
2844,47012,63,69
2845,47012,63,69
2846,47012,63,69
2847,47012,63,69
2848,47012,63,69
2849,47012,63,69
2850,47012,63,69
2851,47013,63,63
2852,47013,63,63
2853,47013,63,63
2854,47013,63,63
2855,47014,63,63
2856,47014,63,63
2857,47014,63,63
2858,47014,63,63
2859,47014,63,63
2860,47014,63,63
2861,47014,63,63
2862,47014,63,63
2863,47014,63,63
2864,47014,63,63
2865,47014,63,63
2866,47014,63,63
2867,47014,63,63
2868,47014,63,63
2869,47014,63,63
2870,47014,63,63
2871,47014,63,63
2872,47014,63,63
2873,47014,63,63
2874,47014,63,63
2875,47014,63,63
2876,47014,63,63
2877,47014,63,63
2878,47014,63,63
2879,47014,63,63
2880,47014,63,63
2881,47014,63,63
2882,47014,63,63
2883,47014,63,63
2884,47014,63,63
2885,47014,63,63
2886,47014,63,63
2887,47014,63,63
2888,47014,63,63
2889,47014,63,63
2890,47014,63,63
2891,47014,63,63
2892,47014,63,63
2893,47014,63,63
2894,47014,63,63
2895,47014,63,63
2896,47014,63,63
2897,47014,63,63
2898,47014,63,63
2899,47014,63,63
2900,47014,63,63
2901,47014,63,63
2902,47014,63,63
2903,47014,63,63
2904,47014,63,63
2905,47014,63,63
2906,47014,63,63
2907,47014,63,63
2908,47016,63,69
2909,47016,63,69
2910,47016,63,69
2911,47016,63,69
2912,47016,63,69
2913,47016,63,69
2914,47016,63,69
2915,47017,63,63
2916,47017,63,63
2917,47017,63,63
2918,47017,63,63
2919,47017,63,61
2920,47017,63,61
2921,47017,63,61
2922,47017,63,61
2923,47017,63,61
2924,47017,63,61
2925,47017,63,61
2926,47017,63,63
2927,47018,63,63
2928,47020,63,63
2929,47020,63,63
2930,47020,63,63
2931,47020,63,63
2932,47020,63,63
2933,47020,63,63
2934,47020,63,63
2935,47020,63,63
2936,47020,63,63
2937,47020,63,63
2938,47020,63,63
2939,47021,63,69
2940,47021,63,69
2941,47021,63,69
2942,47022,63,69
2943,47022,63,69
2944,47022,63,69
2945,47023,63,63
2946,47024,63,63
2947,47024,63,63
2948,47024,63,63
2949,52011,63,48
2950,48017,63,50
2951,48006,64,54
