who,timeatbirth,pro_com,selectedhospitalemp,name_selectedhospitalemp,selectedhospital,name_selectedhospital,rankinglist,rescale15,distance_threshold,n_network,weight_distance_hospital,weight_ownranking,social_multiplier,show_networks,updaterank_mean,updaterank_sd,emp_net
359,2644,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.6350685152261839] [49 -1] [64 0.4395726836305141] [63 1] [70 -1] [48 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
360,70,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[48 0.7017107202212738] [50 1] [51 0.7105155606330555] [57 -0.02343558223464523] [67 -0.27586638588618456] [49 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
361,1241,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[48 0.9497431852909866] [52 -0.8880048282721039] [69 0.15649615160762045] [60 0.7318438206419468] [70 -0.921932189122628] [49 0] [50 0] [51 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
362,1608,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",70,SERRISTORI FIGLINE V.A. (FI),{{table: [[48 1] [65 0.39495332461544075] [54 -0.8853381720853623] [63 0.7648675603504715] [57 -0.2687468998991193] [49 0] [50 0] [51 0] [52 0] [53 0] [55 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [64 0] [66 0] [67 0] [68 0] [69 0] [70 0.20992272337416] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
363,1755,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",70,SERRISTORI FIGLINE V.A. (FI),{{table: [[52 -0.7575593479954953] [49 -0.7639162010806074] [64 0.10547362438333813] [59 0.24205025656750306] [70 -0.5728816247732262] [48 0] [50 0] [51 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [60 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
364,1368,48052,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[48 0.9318539853395122] [51 0.47713887075799244] [49 -0.9208285576709395] [59 0.48984365640282695] [60 0.6599764556514439] [50 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
365,2972,52002,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",48,AREA ARETINA NORD AREZZO,{{table: [[48 0.7276709889307691] [54 -1] [55 0.5024306657859092] [66 -0.07033270651481677] [70 -0.9231451588641721] [49 0] [50 0] [51 0] [52 0] [53 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
366,478,52013,49,"OSPEDALE DEL VALDARNO - ""S.MARIA DELLA GRUCCIA""",51,LE SCOTTE SIENA,{{table: [[48 1] [51 0.7488478916861774] [55 0.5251009401810922] [60 1] [70 -1] [49 0] [50 0] [52 0] [53 0] [54 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
367,1243,51002,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 1] [61 0.8281193989322829] [63 1] [60 0.8326070248765133] [70 -1] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
368,403,51002,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.967523819762649] [50 1] [51 0.37284442453936517] [49 -1] [60 0.9603733580867627] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
369,2602,51005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[50 1] [51 0.1726720097212976] [54 -0.8807325707589966] [49 -0.627385595399368] [70 -1] [48 -0.10131929212792236] [52 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
370,1314,51005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 1] [50 0.9122905753918743] [61 0.8770031326563698] [49 -1] [64 0.2885353752293102] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
371,87,51006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.6605667370780823] [54 -1] [61 0.7693829103482994] [49 -0.8826486332007308] [69 0.19389793494453805] [50 0] [51 0] [52 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
372,871,51010,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 1] [50 0.9152939296922492] [54 -0.9556947592898731] [55 0.886874453192585] [57 0.2966362423671165] [49 0] [51 0] [52 0] [53 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
373,976,51012,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.4518327688923999] [51 0.368086348313603] [49 -1] [60 1] [57 -0.10468936333845232] [50 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
374,918,51013,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[62 0.9098980076479454] [54 -1] [49 -0.7952986506339539] [60 0.9299338182016225] [57 -0.07312055818271353] [48 0] [50 0] [51 0] [52 0] [53 0] [55 0] [56 0] [58 0] [59 0] [61 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
375,236,51015,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.7641030989816239] [54 -0.871153462936756] [61 0.675448093468796] [55 0.6742671707857274] [70 -1] [49 0] [50 0] [51 0] [52 0] [53 0] [56 0] [57 0] [58 0] [59 0] [60 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
376,141,51020,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.972596708036152] [51 -0.052868704322658] [49 -0.6903251740404542] [69 0.15095392759548876] [57 -0.3112261512726433] [50 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
377,2341,51022,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[50 1] [51 0.5622759348417014] [64 0.4569282722768266] [60 0.953633319881042] [70 -0.7301807289265494] [48 -0.28296555137684687] [49 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
378,1645,51025,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 1] [49 -0.9078253696926061] [55 -0.10995157035242098] [63 0.6876983853064986] [57 -0.2939269815570969] [50 0] [51 0] [52 0] [53 0] [54 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
379,509,51026,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[51 0.48676803983451705] [61 0.7518246343788617] [49 -0.8604908017287971] [55 0.6397786146984767] [70 -1] [48 0] [50 0] [52 0] [53 0] [54 0] [56 0] [57 0] [58 0] [59 0] [60 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
380,1096,51026,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.8335706453721575] [50 0.7228727485196457] [54 -0.7936335128749896] [49 -0.90723478734545] [64 0.4548252825242124] [51 0] [52 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
381,1515,51031,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 1] [50 0.6227519920537886] [51 0.878486461910946] [54 -0.8214317482085786] [64 0.502141928031424] [49 0] [52 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
382,1117,51033,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[48 0.9673619909959109] [51 0.5450441390162009] [53 -0.4037012089533576] [49 -1] [69 0.11369265334176527] [50 0] [52 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
383,608,51033,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[54 -0.8182270343260122] [49 -0.9754646210251099] [60 0.4976553355066424] [70 -0.9932788279955165] [56 0.6559605829630111] [48 0.1549872587339143] [50 0] [51 0] [52 0] [53 0] [55 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
384,253,51037,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[52 -0.7335911333924927] [64 0.21758736776979049] [60 1] [57 -0.01784783059448707] [70 -0.8108306981208571] [48 -0.3525939253715676] [49 0] [50 0] [51 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [61 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
385,545,51039,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),48,AREA ARETINA NORD AREZZO,{{table: [[49 -0.8924508325348954] [55 0.6370319634488324] [59 0.9180174397961756] [57 0.4014940249832125] [70 -1] [48 0.02596949507582611] [50 0] [51 0] [52 0] [53 0] [54 0] [56 0] [58 0] [60 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
386,1335,51040,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[54 -1] [49 -1] [63 0.6580012455785014] [57 -0.4041842185517005] [70 -1] [48 0] [50 0.17403212021467226] [51 0] [52 0] [53 0] [55 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
387,2005,48001,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[55 0.7186868460046479] [64 0.21085471002582462] [69 -0.036112476931265854] [57 -0.30766726732870875] [70 -1] [48 0] [49 0] [50 -0.1262260783068897] [51 0] [52 0] [53 0] [54 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
388,3467,48001,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[48 0.748914775932081] [50 0.8685618804676591] [61 0.891675476443064] [55 0.3346773867512384] [57 -0.306363924109099] [49 0] [51 0] [52 0] [53 0] [54 0] [56 0] [58 0] [59 0] [60 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
389,2617,48001,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),57,S.M. ANNUNZIATA BAGNO A RIPOLI,{{table: [[52 -1] [64 0.3045549331607514] [66 0.010189227147769962] [71 -0.6558067656468327] [57 0.04295765031734011] [48 0] [49 0] [50 0] [51 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [60 0] [61 0] [62 0] [63 0] [65 0] [67 0] [68 0] [69 0] [70 0]]}},true,90,46,-10,5,10,true,0,0.25,false
390,1732,48002,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.5425193023670525] [54 -0.9543090248072977] [52 -0.9222369741945264] [64 0.6402631032629759] [58 1] [48 0] [49 0] [51 0] [53 0] [55 0] [56 0] [57 0] [59 0] [60 0] [61 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
391,3331,48002,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[53 -0.2544589300398861] [52 -0.7162391786104199] [63 1] [66 -0.26478089784739944] [70 -0.8225732492951099] [48 0] [49 0] [50 0] [51 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 -0.010241380908772458] [62 0] [64 0] [65 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
392,2877,48004,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[50 0.7288214022534596] [65 0.49126080054249316] [61 1] [71 -0.9622659242335926] [60 1] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [62 0] [63 0] [64 0] [66 0] [67 0] [68 0] [69 0] [70 0]]}},true,90,46,-10,5,10,true,0,0.25,false
393,2460,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[48 1] [61 0.959154371992844] [63 0.8334305107390665] [69 -0.018288995983452284] [59 0.6560569355884278] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [60 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
394,1584,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[61 0.6900132645404359] [49 -0.8443292489743991] [63 0.9494723630979544] [57 -0.06022319544338893] [70 -0.788337429873936] [48 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [60 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
395,1305,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[50 1] [61 0.8967917753151471] [52 -0.900803731447158] [64 0.873232305703967] [60 0.9897875233883944] [48 0] [49 0] [51 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [62 0] [63 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
396,716,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[65 0.6783039260021828] [61 1] [64 0.45468667790863754] [60 0.8831032305569482] [57 0.06296878682933914] [48 0] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [62 0] [63 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
397,1585,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[52 -1] [55 0.8854669830444901] [69 -0.06428364265853306] [59 0.3599922007202341] [60 1] [48 0] [49 0] [50 0] [51 0] [53 0] [54 0] [56 0] [57 0] [58 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
398,3308,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[50 1] [61 0.9296922424063526] [63 1] [60 0.752440695053674] [57 -0.29724346677534] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
399,1242,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[50 0.5072016033576507] [54 -1] [61 0.9597517787250669] [60 1] [57 0.12755545272939262] [48 0] [49 0] [51 0] [52 0] [53 0] [55 0] [56 0] [58 0] [59 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
400,1184,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),63,OSPEDALE SAN JACOPO,{{table: [[64 0.04615520182223837] [63 1] [71 -0.6743890319351494] [60 0.7189724613759252] [57 -0.3935879971773436] [48 0] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [61 0] [62 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0]]}},true,90,46,-10,5,10,true,0,0.25,false
401,2328,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[54 -1] [55 1] [69 -0.2675885747701498] [70 -1] [56 0.7455090282001866] [48 0] [49 0] [50 0] [51 0] [52 0] [53 0] [57 0] [58 0] [59 0] [60 0] [61 0.5086177957804376] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
402,1265,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[55 0.2549218859745958] [63 0.9793528791524894] [59 0.5349613384055104] [60 0.7982005137669155] [57 -0.3649159644727657] [48 0] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [56 0] [58 0] [61 -0.0877537527695076] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
403,2022,48005,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 1] [54 -1] [52 -0.7392391730479638] [60 0.7881783869398964] [70 -1] [48 0] [49 0] [51 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
404,2164,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[55 0.16180054711673425] [63 0.7632511751872415] [58 1] [57 -0.07936724077469379] [67 -0.23745545470905813] [48 0] [49 0] [50 0.003078658427431917] [51 0] [52 0] [53 0] [54 0] [56 0] [59 0] [60 0] [61 0] [62 0] [64 0] [65 0] [66 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
405,1345,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[51 1] [61 1] [49 -1] [66 0.2510851165931435] [67 0.32983232368972765] [48 0] [50 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [62 0] [63 0] [64 0] [65 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
406,2616,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[48 1] [62 0.4410354654844457] [58 1] [60 0.676219387242301] [70 -0.9569748573452524] [49 0] [50 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [59 0] [61 0] [63 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
407,3314,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.825747671070026] [65 0.26375004217540543] [51 0.40150942243844623] [54 -0.9456684801068278] [60 0.7389091043405566] [48 0] [49 0] [52 0] [53 0] [55 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
408,334,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),61,NUOVO OSPEDALE DI PRATO S.STEFANO,{{table: [[50 1] [65 0.49942456556717557] [61 0.7678677688469568] [64 0.7575740645170493] [57 0.07370941273227095] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [58 0] [59 0] [60 0] [62 0] [63 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
409,1976,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.9218188010494308] [61 0.7973053362838926] [63 0.7661293094003286] [71 -1] [60 0.8228952560551777] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0]]}},true,90,46,-10,5,10,true,0,0.25,false
410,1173,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.6973749331952515] [63 0.8199188611954886] [58 0.8016112288599143] [57 -0.13236778414521358] [70 -1] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [59 0] [60 0] [61 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
411,3272,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 1] [65 0.30829087786499765] [64 0.9956623808227056] [63 0.9989371877892042] [71 -1] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [56 0] [57 0] [58 0] [59 0] [60 0] [61 0] [62 0] [66 0] [67 0] [68 0] [69 0] [70 0]]}},true,90,46,-10,5,10,true,0,0.25,false
412,2669,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),60,S.GIOVANNI DI DIO-TORREGALLI (FI),{{table: [[54 -1] [55 0.18289041329961275] [63 1] [60 0.8564914880804031] [70 -0.9156979005521123] [48 0] [49 0] [50 0] [51 0] [52 0] [53 0] [56 0] [57 0] [58 0] [59 0] [61 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
413,1383,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),{{table: [[50 0.7736207151573834] [65 0.5125041333866459] [60 1] [57 0.1075651351363292] [56 0.35931727250981127] [48 0] [49 0] [51 0] [52 0] [53 0] [54 0] [55 0] [58 0] [59 0] [61 0] [62 0] [63 0] [64 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
414,3435,48006,50,COMPLESSO OSPEDALIERO CAREGGI - CTO (FI),63,OSPEDALE SAN JACOPO,{{table: [[50 0.6722085517003442] [54 -1] [63 0.8257840408322832] [59 0.5069393358826674] [56 0.5200273381786944] [48 0] [49 0] [51 0] [52 0] [53 0] [55 0] [57 0] [58 0] [60 0] [61 0] [62 0] [64 0] [65 0] [66 0] [67 0] [68 0] [69 0] [70 0] [71 0]]}},true,90,46,-10,5,10,true,0,0.25,false
