who,pro_com,selectedhospitalemp,selectedhospital,rescale15%,distance_threshold,n_network,weight_distance_hospital,weight_ownranking,social_multiplier,show_networks,updaterank_mean,updaterank_sd,emp_net
1842,50008,58,63,true,260,50,-50,50,50,false,0,0,false
1843,50008,58,63,true,260,50,-50,50,50,false,0,0,false
1844,50009,58,60,true,260,50,-50,50,50,false,0,0,false
1845,50009,58,60,true,260,50,-50,50,50,false,0,0,false
1846,50010,58,58,true,260,50,-50,50,50,false,0,0,false
1847,50011,58,60,true,260,50,-50,50,50,false,0,0,false
1848,50012,58,50,true,260,50,-50,50,50,false,0,0,false
1849,50014,58,58,true,260,50,-50,50,50,false,0,0,false
1850,50014,58,58,true,260,50,-50,50,50,false,0,0,false
1851,50019,58,58,true,260,50,-50,50,50,false,0,0,false
1852,50020,58,61,true,260,50,-50,50,50,false,0,0,false
1853,50022,58,50,true,260,50,-50,50,50,false,0,0,false
1854,50022,58,63,true,260,50,-50,50,50,false,0,0,false
1855,50023,58,58,true,260,50,-50,50,50,false,0,0,false
1856,50024,58,58,true,260,50,-50,50,50,false,0,0,false
1857,50025,58,61,true,260,50,-50,50,50,false,0,0,false
1858,50025,58,60,true,260,50,-50,50,50,false,0,0,false
1859,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1860,50026,58,61,true,260,50,-50,50,50,false,0,0,false
1861,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1862,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1863,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1864,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1865,50026,58,50,true,260,50,-50,50,50,false,0,0,false
1866,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1867,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1868,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1869,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1870,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1871,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1872,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1873,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1874,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1875,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1876,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1877,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1878,50026,58,61,true,260,50,-50,50,50,false,0,0,false
1879,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1880,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1881,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1882,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1883,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1884,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1885,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1886,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1887,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1888,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1889,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1890,50026,58,61,true,260,50,-50,50,50,false,0,0,false
1891,50026,58,61,true,260,50,-50,50,50,false,0,0,false
1892,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1893,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1894,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1895,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1896,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1897,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1898,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1899,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1900,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1901,50026,58,60,true,260,50,-50,50,50,false,0,0,false
1902,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1903,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1904,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1905,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1906,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1907,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1908,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1909,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1910,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1911,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1912,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1913,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1914,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1915,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1916,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1917,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1918,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1919,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1920,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1921,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1922,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1923,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1924,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1925,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1926,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1927,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1928,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1929,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1930,50026,58,61,true,260,50,-50,50,50,false,0,0,false
1931,50026,58,58,true,260,50,-50,50,50,false,0,0,false
1932,50026,58,63,true,260,50,-50,50,50,false,0,0,false
1933,50027,58,58,true,260,50,-50,50,50,false,0,0,false
1934,50028,58,58,true,260,50,-50,50,50,false,0,0,false
1935,50028,58,50,true,260,50,-50,50,50,false,0,0,false
1936,50028,58,60,true,260,50,-50,50,50,false,0,0,false
1937,50028,58,50,true,260,50,-50,50,50,false,0,0,false
1938,50029,58,50,true,260,50,-50,50,50,false,0,0,false
1939,50029,58,50,true,260,50,-50,50,50,false,0,0,false
1940,50029,58,63,true,260,50,-50,50,50,false,0,0,false
1941,50029,58,58,true,260,50,-50,50,50,false,0,0,false
1942,50029,58,58,true,260,50,-50,50,50,false,0,0,false
1943,50031,58,61,true,260,50,-50,50,50,false,0,0,false
1944,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1945,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1946,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1947,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1948,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1949,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1950,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1951,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1952,50031,58,61,true,260,50,-50,50,50,false,0,0,false
1953,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1954,50031,58,50,true,260,50,-50,50,50,false,0,0,false
1955,50031,58,61,true,260,50,-50,50,50,false,0,0,false
1956,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1957,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1958,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1959,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1960,50031,58,60,true,260,50,-50,50,50,false,0,0,false
1961,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1962,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1963,50031,58,63,true,260,50,-50,50,50,false,0,0,false
1964,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1965,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1966,50031,58,58,true,260,50,-50,50,50,false,0,0,false
1967,50032,58,63,true,260,50,-50,50,50,false,0,0,false
1968,50032,58,60,true,260,50,-50,50,50,false,0,0,false
1969,50033,58,61,true,260,50,-50,50,50,false,0,0,false
1970,50034,58,58,true,260,50,-50,50,50,false,0,0,false
1971,50035,58,61,true,260,50,-50,50,50,false,0,0,false
1972,50035,58,50,true,260,50,-50,50,50,false,0,0,false
1973,50035,58,58,true,260,50,-50,50,50,false,0,0,false
1974,50036,58,63,true,260,50,-50,50,50,false,0,0,false
1975,50036,58,58,true,260,50,-50,50,50,false,0,0,false
1976,50037,58,63,true,260,50,-50,50,50,false,0,0,false
1977,50037,58,58,true,260,50,-50,50,50,false,0,0,false
1978,50037,58,63,true,260,50,-50,50,50,false,0,0,false
1979,50037,58,58,true,260,50,-50,50,50,false,0,0,false
1980,50037,58,58,true,260,50,-50,50,50,false,0,0,false
1981,50037,58,63,true,260,50,-50,50,50,false,0,0,false
1982,50037,58,58,true,260,50,-50,50,50,false,0,0,false
1983,50037,58,50,true,260,50,-50,50,50,false,0,0,false
1984,50038,58,50,true,260,50,-50,50,50,false,0,0,false
1985,50038,58,58,true,260,50,-50,50,50,false,0,0,false
1986,50038,58,58,true,260,50,-50,50,50,false,0,0,false
1987,50038,58,58,true,260,50,-50,50,50,false,0,0,false
1988,50038,58,50,true,260,50,-50,50,50,false,0,0,false
1989,50038,58,61,true,260,50,-50,50,50,false,0,0,false
1990,50039,58,50,true,260,50,-50,50,50,false,0,0,false
1991,50040,58,63,true,260,50,-50,50,50,false,0,0,false
1992,50040,58,58,true,260,50,-50,50,50,false,0,0,false
1993,50040,58,58,true,260,50,-50,50,50,false,0,0,false
1994,50041,58,50,true,260,50,-50,50,50,false,0,0,false
1995,50041,58,50,true,260,50,-50,50,50,false,0,0,false
1996,50041,58,58,true,260,50,-50,50,50,false,0,0,false
1997,47011,58,50,true,260,50,-50,50,50,false,0,0,false
1998,47012,58,58,true,260,50,-50,50,50,false,0,0,false
1999,47014,58,60,true,260,50,-50,50,50,false,0,0,false
2000,47021,58,63,true,260,50,-50,50,50,false,0,0,false
2001,47022,58,63,true,260,50,-50,50,50,false,0,0,false
2002,52028,58,58,true,260,50,-50,50,50,false,0,0,false
2003,48017,58,50,true,260,50,-50,50,50,false,0,0,false
2004,51026,59,60,true,260,50,-50,50,50,false,0,0,false
2005,48011,59,61,true,260,50,-50,50,50,false,0,0,false
2006,49001,59,58,true,260,50,-50,50,50,false,0,0,false
2007,49002,59,58,true,260,50,-50,50,50,false,0,0,false
2008,49004,59,58,true,260,50,-50,50,50,false,0,0,false
2009,49006,59,58,true,260,50,-50,50,50,false,0,0,false
2010,49007,59,63,true,260,50,-50,50,50,false,0,0,false
2011,49008,59,58,true,260,50,-50,50,50,false,0,0,false
2012,49008,59,60,true,260,50,-50,50,50,false,0,0,false
2013,49008,59,58,true,260,50,-50,50,50,false,0,0,false
2014,49008,59,58,true,260,50,-50,50,50,false,0,0,false
2015,49008,59,60,true,260,50,-50,50,50,false,0,0,false
2016,49008,59,58,true,260,50,-50,50,50,false,0,0,false
2017,49008,59,63,true,260,50,-50,50,50,false,0,0,false
2018,49008,59,60,true,260,50,-50,50,50,false,0,0,false
2019,49008,59,58,true,260,50,-50,50,50,false,0,0,false
2020,49008,59,61,true,260,50,-50,50,50,false,0,0,false
2021,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2022,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2023,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2024,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2025,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2026,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2027,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2028,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2029,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2030,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2031,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2032,49009,59,50,true,260,50,-50,50,50,false,0,0,false
2033,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2034,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2035,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2036,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2037,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2038,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2039,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2040,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2041,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2042,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2043,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2044,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2045,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2046,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2047,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2048,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2049,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2050,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2051,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2052,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2053,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2054,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2055,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2056,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2057,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2058,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2059,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2060,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2061,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2062,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2063,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2064,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2065,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2066,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2067,49009,59,50,true,260,50,-50,50,50,false,0,0,false
2068,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2069,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2070,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2071,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2072,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2073,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2074,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2075,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2076,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2077,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2078,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2079,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2080,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2081,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2082,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2083,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2084,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2085,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2086,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2087,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2088,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2089,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2090,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2091,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2092,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2093,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2094,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2095,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2096,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2097,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2098,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2099,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2100,49009,59,63,true,260,50,-50,50,50,false,0,0,false
2101,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2102,49009,59,50,true,260,50,-50,50,50,false,0,0,false
2103,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2104,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2105,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2106,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2107,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2108,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2109,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2110,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2111,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2112,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2113,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2114,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2115,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2116,49009,59,61,true,260,50,-50,50,50,false,0,0,false
2117,49009,59,60,true,260,50,-50,50,50,false,0,0,false
2118,49009,59,58,true,260,50,-50,50,50,false,0,0,false
2119,49010,59,58,true,260,50,-50,50,50,false,0,0,false
2120,49012,59,58,true,260,50,-50,50,50,false,0,0,false
2121,49013,59,58,true,260,50,-50,50,50,false,0,0,false
2122,49017,59,61,true,260,50,-50,50,50,false,0,0,false
2123,46017,59,58,true,260,50,-50,50,50,false,0,0,false
2124,50002,59,60,true,260,50,-50,50,50,false,0,0,false
2125,50014,59,58,true,260,50,-50,50,50,false,0,0,false
2126,50021,59,58,true,260,50,-50,50,50,false,0,0,false
2127,50023,59,58,true,260,50,-50,50,50,false,0,0,false
2128,50026,59,61,true,260,50,-50,50,50,false,0,0,false
2129,50027,59,58,true,260,50,-50,50,50,false,0,0,false
2130,50029,59,63,true,260,50,-50,50,50,false,0,0,false
2131,50034,59,58,true,260,50,-50,50,50,false,0,0,false
2132,50040,59,58,true,260,50,-50,50,50,false,0,0,false
2133,47007,59,58,true,260,50,-50,50,50,false,0,0,false
2134,47011,59,63,true,260,50,-50,50,50,false,0,0,false
2135,51033,60,50,true,260,50,-50,50,50,false,0,0,false
2136,51040,60,48,true,260,50,-50,50,50,false,0,0,false
2137,48001,60,61,true,260,50,-50,50,50,false,0,0,false
2138,48001,60,60,true,260,50,-50,50,50,false,0,0,false
2139,48001,60,50,true,260,50,-50,50,50,false,0,0,false
2140,48002,60,63,true,260,50,-50,50,50,false,0,0,false
2141,48004,60,61,true,260,50,-50,50,50,false,0,0,false
2142,48005,60,61,true,260,50,-50,50,50,false,0,0,false
2143,48005,60,63,true,260,50,-50,50,50,false,0,0,false
2144,48006,60,60,true,260,50,-50,50,50,false,0,0,false
2145,48006,60,60,true,260,50,-50,50,50,false,0,0,false
2146,48006,60,50,true,260,50,-50,50,50,false,0,0,false
2147,48006,60,63,true,260,50,-50,50,50,false,0,0,false
2148,48006,60,63,true,260,50,-50,50,50,false,0,0,false
2149,48006,60,63,true,260,50,-50,50,50,false,0,0,false
2150,48006,60,63,true,260,50,-50,50,50,false,0,0,false
2151,48006,60,61,true,260,50,-50,50,50,false,0,0,false
2152,48006,60,61,true,260,50,-50,50,50,false,0,0,false
2153,48008,60,61,true,260,50,-50,50,50,false,0,0,false
2154,48010,60,60,true,260,50,-50,50,50,false,0,0,false
2155,48011,60,61,true,260,50,-50,50,50,false,0,0,false
2156,48013,60,60,true,260,50,-50,50,50,false,0,0,false
2157,48014,60,60,true,260,50,-50,50,50,false,0,0,false
2158,48014,60,50,true,260,50,-50,50,50,false,0,0,false
2159,48014,60,61,true,260,50,-50,50,50,false,0,0,false
2160,48015,60,50,true,260,50,-50,50,50,false,0,0,false
2161,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2162,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2163,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2164,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2165,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2166,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2167,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2168,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2169,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2170,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2171,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2172,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2173,48017,60,48,true,260,50,-50,50,50,false,0,0,false
2174,48017,60,48,true,260,50,-50,50,50,false,0,0,false
2175,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2176,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2177,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2178,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2179,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2180,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2181,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2182,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2183,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2184,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2185,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2186,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2187,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2188,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2189,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2190,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2191,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2192,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2193,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2194,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2195,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2196,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2197,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2198,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2199,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2200,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2201,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2202,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2203,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2204,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2205,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2206,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2207,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2208,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2209,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2210,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2211,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2212,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2213,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2214,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2215,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2216,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2217,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2218,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2219,48017,60,58,true,260,50,-50,50,50,false,0,0,false
2220,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2221,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2222,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2223,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2224,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2225,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2226,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2227,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2228,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2229,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2230,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2231,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2232,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2233,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2234,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2235,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2236,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2237,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2238,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2239,48017,60,50,true,260,50,-50,50,50,false,0,0,false
2240,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2241,48017,60,60,true,260,50,-50,50,50,false,0,0,false
2242,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2243,48017,60,63,true,260,50,-50,50,50,false,0,0,false
2244,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2245,48017,60,61,true,260,50,-50,50,50,false,0,0,false
2246,48018,60,63,true,260,50,-50,50,50,false,0,0,false
2247,48019,60,50,true,260,50,-50,50,50,false,0,0,false
2248,48019,60,61,true,260,50,-50,50,50,false,0,0,false
2249,48020,60,50,true,260,50,-50,50,50,false,0,0,false
2250,48021,60,61,true,260,50,-50,50,50,false,0,0,false
2251,48021,60,50,true,260,50,-50,50,50,false,0,0,false
2252,48022,60,48,true,260,50,-50,50,50,false,0,0,false
2253,48022,60,48,true,260,50,-50,50,50,false,0,0,false
2254,48022,60,60,true,260,50,-50,50,50,false,0,0,false
2255,48022,60,60,true,260,50,-50,50,50,false,0,0,false
2256,48022,60,50,true,260,50,-50,50,50,false,0,0,false
2257,48024,60,61,true,260,50,-50,50,50,false,0,0,false
2258,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2259,48024,60,61,true,260,50,-50,50,50,false,0,0,false
2260,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2261,48024,60,50,true,260,50,-50,50,50,false,0,0,false
2262,48024,60,63,true,260,50,-50,50,50,false,0,0,false
2263,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2264,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2265,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2266,48024,60,50,true,260,50,-50,50,50,false,0,0,false
2267,48024,60,60,true,260,50,-50,50,50,false,0,0,false
2268,48024,60,63,true,260,50,-50,50,50,false,0,0,false
2269,48027,60,63,true,260,50,-50,50,50,false,0,0,false
2270,48028,60,60,true,260,50,-50,50,50,false,0,0,false
2271,48028,60,60,true,260,50,-50,50,50,false,0,0,false
2272,48030,60,60,true,260,50,-50,50,50,false,0,0,false
2273,48030,60,60,true,260,50,-50,50,50,false,0,0,false
2274,48030,60,60,true,260,50,-50,50,50,false,0,0,false
2275,48030,60,60,true,260,50,-50,50,50,false,0,0,false
2276,48032,60,50,true,260,50,-50,50,50,false,0,0,false
2277,48033,60,63,true,260,50,-50,50,50,false,0,0,false
2278,48033,60,63,true,260,50,-50,50,50,false,0,0,false
2279,48035,60,61,true,260,50,-50,50,50,false,0,0,false
2280,48036,60,60,true,260,50,-50,50,50,false,0,0,false
2281,48037,60,60,true,260,50,-50,50,50,false,0,0,false
2282,48038,60,60,true,260,50,-50,50,50,false,0,0,false
2283,48038,60,50,true,260,50,-50,50,50,false,0,0,false
2284,48038,60,50,true,260,50,-50,50,50,false,0,0,false
2285,48038,60,50,true,260,50,-50,50,50,false,0,0,false
2286,48038,60,50,true,260,50,-50,50,50,false,0,0,false
2287,48038,60,60,true,260,50,-50,50,50,false,0,0,false
2288,48041,60,50,true,260,50,-50,50,50,false,0,0,false
2289,48041,60,61,true,260,50,-50,50,50,false,0,0,false
